college,department,course_number,pk_x_hi,pk_x_lo,pk_y_hi,pk_y_lo,professor,grade,major
CAS,Computer Science,202,0x139b95b734a652b6e8c60bef23e99a78,0x40d791d7cd262fe5e09d66b85f567d6b,0x54f062a9382985ce1ce1c4a1512cb932,0x4dc319d33b5e29621aecf89bd4dbd32,Dr. Alice Smith,A,Biomedical Engineering
CAS,English,102,0x139b95b734a652b6e8c60bef23e99a78,0x40d791d7cd262fe5e09d66b85f567d6b,0x54f062a9382985ce1ce1c4a1512cb932,0x4dc319d33b5e29621aecf89bd4dbd32,Dr. Alice Smith,A,Biomedical Engineering
ENG,Mechanical Engineering,101,0xfa724972678e2409c013f163c294a0e,0x4f9a81070b587e8a062806d8595ac1aa,0x72ea97a2ca69b005a6038b2889e5a741,0xb4b282bbd3c39d43193596184aae8e17,Dr. David Brown,F,English
ENG,Electrical and Computer Engineering,101,0xfa724972678e2409c013f163c294a0e,0x4f9a81070b587e8a062806d8595ac1aa,0x72ea97a2ca69b005a6038b2889e5a741,0xb4b282bbd3c39d43193596184aae8e17,Dr. Carol Williams,B+,English
CAS,Mathematics,202,0xfa724972678e2409c013f163c294a0e,0x4f9a81070b587e8a062806d8595ac1aa,0x72ea97a2ca69b005a6038b2889e5a741,0xb4b282bbd3c39d43193596184aae8e17,Dr. Carol Williams,C,English
CAS,Computer Science,101,0xfa724972678e2409c013f163c294a0e,0x4f9a81070b587e8a062806d8595ac1aa,0x72ea97a2ca69b005a6038b2889e5a741,0xb4b282bbd3c39d43193596184aae8e17,Dr. Frank Miller,F,English
ENG,Systems Engineering,302,0x2a0605d622b76b7de227cd410e3f1e5c,0xdbad77412c193f3842b06c3bc8cacdea,0x7f14b297df4f5c0beb546d9c1a7b69ce,0x7b2b13ad58aeebbe7bb312b7df66ab45,Dr. Bob Johnson,B,Electrical and Computer Engineering
CAS,Computer Science,201,0x2a0605d622b76b7de227cd410e3f1e5c,0xdbad77412c193f3842b06c3bc8cacdea,0x7f14b297df4f5c0beb546d9c1a7b69ce,0x7b2b13ad58aeebbe7bb312b7df66ab45,Dr. Alice Smith,D,Electrical and Computer Engineering
CAS,Computer Science,595,0x2a0605d622b76b7de227cd410e3f1e5c,0xdbad77412c193f3842b06c3bc8cacdea,0x7f14b297df4f5c0beb546d9c1a7b69ce,0x7b2b13ad58aeebbe7bb312b7df66ab45,Dr. Alice Smith,F,Electrical and Computer Engineering
CAS,Economics,102,0x2a0605d622b76b7de227cd410e3f1e5c,0xdbad77412c193f3842b06c3bc8cacdea,0x7f14b297df4f5c0beb546d9c1a7b69ce,0x7b2b13ad58aeebbe7bb312b7df66ab45,Dr. Carol Williams,A-,Electrical and Computer Engineering
ENG,Systems Engineering,202,0x4f28d9749c1e046a73ad75f095fe40be,0x9035550db4795cad881f89bfa505b1bd,0xb90347e3ef61960d734271ae94a94e08,0xa3a7eaaaefa15b6c858bcd65ba3711af,Dr. Henry Moore,F,Economics
CAS,Mathematics,301,0x4f28d9749c1e046a73ad75f095fe40be,0x9035550db4795cad881f89bfa505b1bd,0xb90347e3ef61960d734271ae94a94e08,0xa3a7eaaaefa15b6c858bcd65ba3711af,Dr. Bob Johnson,A-,Economics
CAS,Mathematics,302,0x4f28d9749c1e046a73ad75f095fe40be,0x9035550db4795cad881f89bfa505b1bd,0xb90347e3ef61960d734271ae94a94e08,0xa3a7eaaaefa15b6c858bcd65ba3711af,Dr. Emma Davis,C-,Economics
ENG,Mechanical Engineering,201,0x4f28d9749c1e046a73ad75f095fe40be,0x9035550db4795cad881f89bfa505b1bd,0xb90347e3ef61960d734271ae94a94e08,0xa3a7eaaaefa15b6c858bcd65ba3711af,Dr. Bob Johnson,B-,Economics
ENG,Biomedical Engineering,202,0x5a5376c5e221ebb5efdd54c487d5eb69,0x9350a07162104e8cefb92239bd2d02c4,0x2f3b5488b5443469a13b73c558e677b7,0x290970e9c0a65e255375e034b8946694,Dr. Bob Johnson,F,English
ENG,Electrical and Computer Engineering,101,0x5a5376c5e221ebb5efdd54c487d5eb69,0x9350a07162104e8cefb92239bd2d02c4,0x2f3b5488b5443469a13b73c558e677b7,0x290970e9c0a65e255375e034b8946694,Dr. Carol Williams,C+,English
ENG,Electrical and Computer Engineering,202,0x5a5376c5e221ebb5efdd54c487d5eb69,0x9350a07162104e8cefb92239bd2d02c4,0x2f3b5488b5443469a13b73c558e677b7,0x290970e9c0a65e255375e034b8946694,Dr. Henry Moore,C+,English
ENG,Mechanical Engineering,201,0x5a5376c5e221ebb5efdd54c487d5eb69,0x9350a07162104e8cefb92239bd2d02c4,0x2f3b5488b5443469a13b73c558e677b7,0x290970e9c0a65e255375e034b8946694,Dr. Bob Johnson,B-,English
CAS,Economics,302,0x236df54fff1de457528b6036e894733f,0xc6b0c92a33aef674fd62124f0d63efbf,0xda04e74366115ce503803f02a116daf3,0xd01a0fa2e43660cfb3bca56f8b598b15,Dr. Frank Miller,C-,Electrical and Computer Engineering
CAS,Mathematics,101,0x236df54fff1de457528b6036e894733f,0xc6b0c92a33aef674fd62124f0d63efbf,0xda04e74366115ce503803f02a116daf3,0xd01a0fa2e43660cfb3bca56f8b598b15,Dr. Bob Johnson,D,Electrical and Computer Engineering
CAS,English,301,0x236df54fff1de457528b6036e894733f,0xc6b0c92a33aef674fd62124f0d63efbf,0xda04e74366115ce503803f02a116daf3,0xd01a0fa2e43660cfb3bca56f8b598b15,Dr. Carol Williams,D,Electrical and Computer Engineering
CAS,Computer Science,102,0x236df54fff1de457528b6036e894733f,0xc6b0c92a33aef674fd62124f0d63efbf,0xda04e74366115ce503803f02a116daf3,0xd01a0fa2e43660cfb3bca56f8b598b15,Dr. Emma Davis,C,Electrical and Computer Engineering
CAS,Computer Science,301,0xafd3f6105db6937953d050b0b0c2eef0,0xd82e7dda8b554aeceafe895a2e5da74e,0x8705be0c48b9870982f73280eefac0df,0x260a54970340ca73ad8d89036ecbf607,Dr. Alice Smith,C-,English
CAS,Economics,101,0xafd3f6105db6937953d050b0b0c2eef0,0xd82e7dda8b554aeceafe895a2e5da74e,0x8705be0c48b9870982f73280eefac0df,0x260a54970340ca73ad8d89036ecbf607,Dr. Emma Davis,D,English
CAS,Mathematics,102,0xafd3f6105db6937953d050b0b0c2eef0,0xd82e7dda8b554aeceafe895a2e5da74e,0x8705be0c48b9870982f73280eefac0df,0x260a54970340ca73ad8d89036ecbf607,Dr. Alice Smith,A-,English
ENG,Mechanical Engineering,202,0xafd3f6105db6937953d050b0b0c2eef0,0xd82e7dda8b554aeceafe895a2e5da74e,0x8705be0c48b9870982f73280eefac0df,0x260a54970340ca73ad8d89036ecbf607,Dr. Bob Johnson,C-,English
ENG,Electrical and Computer Engineering,301,0x298aae643c174b3420889a53adec1527,0x3524792dc4f931f18214397ca0876506,0x3416229c1571af9470d902181eb31697,0x585a6859435e97915f4663f9211aeb49,Dr. Henry Moore,F,English
CAS,English,102,0x298aae643c174b3420889a53adec1527,0x3524792dc4f931f18214397ca0876506,0x3416229c1571af9470d902181eb31697,0x585a6859435e97915f4663f9211aeb49,Dr. Alice Smith,B-,English
ENG,Mechanical Engineering,202,0x298aae643c174b3420889a53adec1527,0x3524792dc4f931f18214397ca0876506,0x3416229c1571af9470d902181eb31697,0x585a6859435e97915f4663f9211aeb49,Dr. Bob Johnson,F,English
ENG,Electrical and Computer Engineering,202,0x298aae643c174b3420889a53adec1527,0x3524792dc4f931f18214397ca0876506,0x3416229c1571af9470d902181eb31697,0x585a6859435e97915f4663f9211aeb49,Dr. David Brown,A-,English
CAS,Computer Science,595,0x66fcd04db0c0f097b2742dd0663063ad,0xae91eb2d7eef7050c39ac00723297c0f,0xd4ff0ec0d193d60db67393502efc3543,0x769750361b7e0be0b88db4fd9effabff,Dr. Alice Smith,B,English
CAS,English,202,0x66fcd04db0c0f097b2742dd0663063ad,0xae91eb2d7eef7050c39ac00723297c0f,0xd4ff0ec0d193d60db67393502efc3543,0x769750361b7e0be0b88db4fd9effabff,Dr. Carol Williams,B+,English
CAS,Computer Science,201,0x66fcd04db0c0f097b2742dd0663063ad,0xae91eb2d7eef7050c39ac00723297c0f,0xd4ff0ec0d193d60db67393502efc3543,0x769750361b7e0be0b88db4fd9effabff,Dr. Alice Smith,C+,English
ENG,Electrical and Computer Engineering,101,0x66fcd04db0c0f097b2742dd0663063ad,0xae91eb2d7eef7050c39ac00723297c0f,0xd4ff0ec0d193d60db67393502efc3543,0x769750361b7e0be0b88db4fd9effabff,Dr. Carol Williams,A-,English
CAS,English,102,0x9e707aac77b5c1801b7bffc657a8370d,0xfbb7a7355b704cfa687cf2b9944f0345,0x18167efcd3f5047cfe2adfb6c1038d8c,0x2414b7031dfab89585d54a8b4921dba1,Dr. David Brown,B-,English
CAS,Mathematics,302,0x9e707aac77b5c1801b7bffc657a8370d,0xfbb7a7355b704cfa687cf2b9944f0345,0x18167efcd3f5047cfe2adfb6c1038d8c,0x2414b7031dfab89585d54a8b4921dba1,Dr. Emma Davis,A-,English
ENG,Biomedical Engineering,302,0x9e707aac77b5c1801b7bffc657a8370d,0xfbb7a7355b704cfa687cf2b9944f0345,0x18167efcd3f5047cfe2adfb6c1038d8c,0x2414b7031dfab89585d54a8b4921dba1,Dr. Grace Wilson,C,English
ENG,Systems Engineering,302,0x9e707aac77b5c1801b7bffc657a8370d,0xfbb7a7355b704cfa687cf2b9944f0345,0x18167efcd3f5047cfe2adfb6c1038d8c,0x2414b7031dfab89585d54a8b4921dba1,Dr. Henry Moore,C+,English
CAS,Mathematics,302,0xb513b3a9eb61695095299f8fd7eba6,0x6cd2eccc8f35ab219a7f4ad73b433859,0xf42c8b6c5c005225ff047d8b1b9cff7,0x52f0b8052d0242127d03314659a58dd1,Dr. Emma Davis,A-,Systems Engineering
ENG,Mechanical Engineering,201,0xb513b3a9eb61695095299f8fd7eba6,0x6cd2eccc8f35ab219a7f4ad73b433859,0xf42c8b6c5c005225ff047d8b1b9cff7,0x52f0b8052d0242127d03314659a58dd1,Dr. Bob Johnson,B+,Systems Engineering
CAS,Mathematics,102,0xb513b3a9eb61695095299f8fd7eba6,0x6cd2eccc8f35ab219a7f4ad73b433859,0xf42c8b6c5c005225ff047d8b1b9cff7,0x52f0b8052d0242127d03314659a58dd1,Dr. Alice Smith,F,Systems Engineering
CAS,Computer Science,101,0xb513b3a9eb61695095299f8fd7eba6,0x6cd2eccc8f35ab219a7f4ad73b433859,0xf42c8b6c5c005225ff047d8b1b9cff7,0x52f0b8052d0242127d03314659a58dd1,Dr. Frank Miller,B+,Systems Engineering
CAS,Computer Science,202,0x9c61bf7ab5c82fcdf0b5313afccc0c15,0xfd41156d6382bb4a6cc548d0cf6b60e8,0xfb638975621f42154c770e27e13287d3,0xc760d4bbeb4ff693fdecccede950a81b,Dr. Alice Smith,C+,Economics
CAS,Computer Science,301,0x9c61bf7ab5c82fcdf0b5313afccc0c15,0xfd41156d6382bb4a6cc548d0cf6b60e8,0xfb638975621f42154c770e27e13287d3,0xc760d4bbeb4ff693fdecccede950a81b,Dr. Alice Smith,A,Economics
ENG,Mechanical Engineering,101,0x9c61bf7ab5c82fcdf0b5313afccc0c15,0xfd41156d6382bb4a6cc548d0cf6b60e8,0xfb638975621f42154c770e27e13287d3,0xc760d4bbeb4ff693fdecccede950a81b,Dr. David Brown,C-,Economics
CAS,Economics,101,0x9c61bf7ab5c82fcdf0b5313afccc0c15,0xfd41156d6382bb4a6cc548d0cf6b60e8,0xfb638975621f42154c770e27e13287d3,0xc760d4bbeb4ff693fdecccede950a81b,Dr. Emma Davis,B+,Economics
ENG,Electrical and Computer Engineering,201,0x85e75e8cd7c4bfed9d2d1978430572a4,0xa9e6fd0848ba539858fc3bc024900dfb,0x40aca935c78a1073ce96de6d4cb94955,0xf6affe5e31cd9ea1e5d4515caaa1ccc7,Dr. Alice Smith,C-,English
CAS,Computer Science,202,0x85e75e8cd7c4bfed9d2d1978430572a4,0xa9e6fd0848ba539858fc3bc024900dfb,0x40aca935c78a1073ce96de6d4cb94955,0xf6affe5e31cd9ea1e5d4515caaa1ccc7,Dr. Alice Smith,D,English
ENG,Systems Engineering,301,0x85e75e8cd7c4bfed9d2d1978430572a4,0xa9e6fd0848ba539858fc3bc024900dfb,0x40aca935c78a1073ce96de6d4cb94955,0xf6affe5e31cd9ea1e5d4515caaa1ccc7,Dr. Alice Smith,C+,English
CAS,English,102,0x85e75e8cd7c4bfed9d2d1978430572a4,0xa9e6fd0848ba539858fc3bc024900dfb,0x40aca935c78a1073ce96de6d4cb94955,0xf6affe5e31cd9ea1e5d4515caaa1ccc7,Dr. Alice Smith,D,English
CAS,Computer Science,301,0xa391ff0d2144740e40cf4c1eba66b629,0x27bc3e8144ea2ff75e35f57301dfc832,0xf66b8ff727dac01cf9015817ed7fab28,0x79ed5f9460d64e35403e757def8e7253,Dr. Carol Williams,A,Systems Engineering
ENG,Mechanical Engineering,302,0xa391ff0d2144740e40cf4c1eba66b629,0x27bc3e8144ea2ff75e35f57301dfc832,0xf66b8ff727dac01cf9015817ed7fab28,0x79ed5f9460d64e35403e757def8e7253,Dr. Henry Moore,B,Systems Engineering
ENG,Mechanical Engineering,202,0xa391ff0d2144740e40cf4c1eba66b629,0x27bc3e8144ea2ff75e35f57301dfc832,0xf66b8ff727dac01cf9015817ed7fab28,0x79ed5f9460d64e35403e757def8e7253,Dr. Bob Johnson,D,Systems Engineering
ENG,Biomedical Engineering,201,0xa391ff0d2144740e40cf4c1eba66b629,0x27bc3e8144ea2ff75e35f57301dfc832,0xf66b8ff727dac01cf9015817ed7fab28,0x79ed5f9460d64e35403e757def8e7253,Dr. Henry Moore,B+,Systems Engineering
CAS,Mathematics,102,0x5126461d109154c1dc5cc45695987189,0x9fff15780eb78585e118e25c6f1d2831,0x4152e6bf11a08596d40692bb86da8a4e,0x6293fd4b0eec2021a961de12273a6243,Dr. Alice Smith,C+,English
ENG,Mechanical Engineering,201,0x5126461d109154c1dc5cc45695987189,0x9fff15780eb78585e118e25c6f1d2831,0x4152e6bf11a08596d40692bb86da8a4e,0x6293fd4b0eec2021a961de12273a6243,Dr. Bob Johnson,A-,English
CAS,Economics,201,0x5126461d109154c1dc5cc45695987189,0x9fff15780eb78585e118e25c6f1d2831,0x4152e6bf11a08596d40692bb86da8a4e,0x6293fd4b0eec2021a961de12273a6243,Dr. Henry Moore,C-,English
ENG,Electrical and Computer Engineering,201,0x5126461d109154c1dc5cc45695987189,0x9fff15780eb78585e118e25c6f1d2831,0x4152e6bf11a08596d40692bb86da8a4e,0x6293fd4b0eec2021a961de12273a6243,Dr. Henry Moore,A-,English
ENG,Electrical and Computer Engineering,302,0x6cae31c8936aa394b3c1f4afced28e76,0x24b9d2908e31af88eb810e4aec4af794,0xdedfa76f3cd6a3e2c4fa82e42609d11f,0x95c6ddc521d01e0489600dff0e9ead8f,Dr. Carol Williams,C,Economics
CAS,English,301,0x6cae31c8936aa394b3c1f4afced28e76,0x24b9d2908e31af88eb810e4aec4af794,0xdedfa76f3cd6a3e2c4fa82e42609d11f,0x95c6ddc521d01e0489600dff0e9ead8f,Dr. Carol Williams,D,Economics
ENG,Electrical and Computer Engineering,301,0x6cae31c8936aa394b3c1f4afced28e76,0x24b9d2908e31af88eb810e4aec4af794,0xdedfa76f3cd6a3e2c4fa82e42609d11f,0x95c6ddc521d01e0489600dff0e9ead8f,Dr. Henry Moore,B,Economics
CAS,Computer Science,101,0x6cae31c8936aa394b3c1f4afced28e76,0x24b9d2908e31af88eb810e4aec4af794,0xdedfa76f3cd6a3e2c4fa82e42609d11f,0x95c6ddc521d01e0489600dff0e9ead8f,Dr. Frank Miller,D,Economics
CAS,Mathematics,301,0x92aeaae57f9145fdb688b9c89529c6cc,0x67840ede7b43aecef532fc42c865fdae,0x2e5f04698ba401b8a078a6b546529096,0x5aa080c4fc7b643171c7576495eebb61,Dr. Bob Johnson,C-,Computer Science
CAS,English,201,0x92aeaae57f9145fdb688b9c89529c6cc,0x67840ede7b43aecef532fc42c865fdae,0x2e5f04698ba401b8a078a6b546529096,0x5aa080c4fc7b643171c7576495eebb61,Dr. Henry Moore,C-,Computer Science
ENG,Biomedical Engineering,202,0x92aeaae57f9145fdb688b9c89529c6cc,0x67840ede7b43aecef532fc42c865fdae,0x2e5f04698ba401b8a078a6b546529096,0x5aa080c4fc7b643171c7576495eebb61,Dr. Bob Johnson,C,Computer Science
CAS,English,301,0x92aeaae57f9145fdb688b9c89529c6cc,0x67840ede7b43aecef532fc42c865fdae,0x2e5f04698ba401b8a078a6b546529096,0x5aa080c4fc7b643171c7576495eebb61,Dr. Carol Williams,A,Computer Science
ENG,Mechanical Engineering,102,0xb1215af77ef1a59714f9d543020044a5,0x109c507bd7fb875bcb77a788581728fe,0xc2a40d13c5a03114351d142f3c40fc48,0x702addc23ff15245718c0257ada8145,Dr. Grace Wilson,B-,Electrical and Computer Engineering
ENG,Biomedical Engineering,102,0xb1215af77ef1a59714f9d543020044a5,0x109c507bd7fb875bcb77a788581728fe,0xc2a40d13c5a03114351d142f3c40fc48,0x702addc23ff15245718c0257ada8145,Dr. Henry Moore,C+,Electrical and Computer Engineering
CAS,Mathematics,201,0xb1215af77ef1a59714f9d543020044a5,0x109c507bd7fb875bcb77a788581728fe,0xc2a40d13c5a03114351d142f3c40fc48,0x702addc23ff15245718c0257ada8145,Dr. Frank Miller,B+,Electrical and Computer Engineering
CAS,Economics,301,0xb1215af77ef1a59714f9d543020044a5,0x109c507bd7fb875bcb77a788581728fe,0xc2a40d13c5a03114351d142f3c40fc48,0x702addc23ff15245718c0257ada8145,Dr. Emma Davis,A,Electrical and Computer Engineering
ENG,Biomedical Engineering,201,0xc7551b7bed308e2ee8b5f4d5c43c3073,0x5b38ab9bd1c520a9838dfa46d48bcae1,0xc4c0a0aa16f0adc470afe91e321cc12,0x88a358ff45ac2ad6be581809c8e91ac8,Dr. Carol Williams,C+,Mechanical Engineering
CAS,Economics,301,0xc7551b7bed308e2ee8b5f4d5c43c3073,0x5b38ab9bd1c520a9838dfa46d48bcae1,0xc4c0a0aa16f0adc470afe91e321cc12,0x88a358ff45ac2ad6be581809c8e91ac8,Dr. Emma Davis,A,Mechanical Engineering
CAS,Mathematics,101,0xc7551b7bed308e2ee8b5f4d5c43c3073,0x5b38ab9bd1c520a9838dfa46d48bcae1,0xc4c0a0aa16f0adc470afe91e321cc12,0x88a358ff45ac2ad6be581809c8e91ac8,Dr. Bob Johnson,F,Mechanical Engineering
CAS,Economics,101,0xc7551b7bed308e2ee8b5f4d5c43c3073,0x5b38ab9bd1c520a9838dfa46d48bcae1,0xc4c0a0aa16f0adc470afe91e321cc12,0x88a358ff45ac2ad6be581809c8e91ac8,Dr. Emma Davis,B,Mechanical Engineering
CAS,Mathematics,302,0x1a9eec33d078c2d4c0025c140a19ecce,0x406392bc071adc26a3ea9642fdf82557,0x1afc85256d32cabd3a41f193dedb8d41,0xb8b53a40184ab7a4df943e31ab70be54,Dr. Emma Davis,B+,Economics
ENG,Biomedical Engineering,202,0x1a9eec33d078c2d4c0025c140a19ecce,0x406392bc071adc26a3ea9642fdf82557,0x1afc85256d32cabd3a41f193dedb8d41,0xb8b53a40184ab7a4df943e31ab70be54,Dr. Bob Johnson,C+,Economics
ENG,Systems Engineering,302,0x1a9eec33d078c2d4c0025c140a19ecce,0x406392bc071adc26a3ea9642fdf82557,0x1afc85256d32cabd3a41f193dedb8d41,0xb8b53a40184ab7a4df943e31ab70be54,Dr. Bob Johnson,B,Economics
ENG,Electrical and Computer Engineering,301,0x1a9eec33d078c2d4c0025c140a19ecce,0x406392bc071adc26a3ea9642fdf82557,0x1afc85256d32cabd3a41f193dedb8d41,0xb8b53a40184ab7a4df943e31ab70be54,Dr. Henry Moore,B,Economics
ENG,Systems Engineering,302,0x340726662fd112065dd152e364dbbe4b,0x8ae378a73c07c436a1c117c122826737,0x57693da0b1d7ceb7f1331c5651d6b4db,0xae2d9f06e811835f3d514c173ac5c8de,Dr. Bob Johnson,B+,English
ENG,Systems Engineering,101,0x340726662fd112065dd152e364dbbe4b,0x8ae378a73c07c436a1c117c122826737,0x57693da0b1d7ceb7f1331c5651d6b4db,0xae2d9f06e811835f3d514c173ac5c8de,Dr. Grace Wilson,F,English
CAS,Mathematics,202,0x340726662fd112065dd152e364dbbe4b,0x8ae378a73c07c436a1c117c122826737,0x57693da0b1d7ceb7f1331c5651d6b4db,0xae2d9f06e811835f3d514c173ac5c8de,Dr. Carol Williams,F,English
ENG,Electrical and Computer Engineering,202,0x340726662fd112065dd152e364dbbe4b,0x8ae378a73c07c436a1c117c122826737,0x57693da0b1d7ceb7f1331c5651d6b4db,0xae2d9f06e811835f3d514c173ac5c8de,Dr. Henry Moore,F,English
ENG,Electrical and Computer Engineering,302,0xeb3363933b8db4dff277dda4a1b7711,0xfdee99b73fc9170bf3f596e149ad9d9d,0x73cc9bb717cda4c904b5c1582114e3d3,0xd813c09d2cf1aad9e76d75e2ac58d3dd,Dr. Carol Williams,B,Mechanical Engineering
ENG,Biomedical Engineering,201,0xeb3363933b8db4dff277dda4a1b7711,0xfdee99b73fc9170bf3f596e149ad9d9d,0x73cc9bb717cda4c904b5c1582114e3d3,0xd813c09d2cf1aad9e76d75e2ac58d3dd,Dr. Henry Moore,B-,Mechanical Engineering
ENG,Systems Engineering,102,0xeb3363933b8db4dff277dda4a1b7711,0xfdee99b73fc9170bf3f596e149ad9d9d,0x73cc9bb717cda4c904b5c1582114e3d3,0xd813c09d2cf1aad9e76d75e2ac58d3dd,Dr. Alice Smith,A,Mechanical Engineering
CAS,Mathematics,102,0xeb3363933b8db4dff277dda4a1b7711,0xfdee99b73fc9170bf3f596e149ad9d9d,0x73cc9bb717cda4c904b5c1582114e3d3,0xd813c09d2cf1aad9e76d75e2ac58d3dd,Dr. Alice Smith,D,Mechanical Engineering
CAS,English,101,0x4f4fb235fa274f4500442c3f3bcfb983,0x74364c3cbe06c71353729dd0c6af508b,0x68af76cd2bb1c9796610156ee7c24178,0x599eeeffe5719a6fe063cf373f88cd15,Dr. Henry Moore,C-,English
CAS,Computer Science,301,0x4f4fb235fa274f4500442c3f3bcfb983,0x74364c3cbe06c71353729dd0c6af508b,0x68af76cd2bb1c9796610156ee7c24178,0x599eeeffe5719a6fe063cf373f88cd15,Dr. Alice Smith,F,English
CAS,Computer Science,595,0x4f4fb235fa274f4500442c3f3bcfb983,0x74364c3cbe06c71353729dd0c6af508b,0x68af76cd2bb1c9796610156ee7c24178,0x599eeeffe5719a6fe063cf373f88cd15,Dr. Alice Smith,B,English
CAS,Computer Science,201,0x4f4fb235fa274f4500442c3f3bcfb983,0x74364c3cbe06c71353729dd0c6af508b,0x68af76cd2bb1c9796610156ee7c24178,0x599eeeffe5719a6fe063cf373f88cd15,Dr. Alice Smith,C-,English
CAS,Mathematics,302,0xd34dbe616fe19ea3e63a1fc4a4c53a19,0x2331854abc21d1490ebe43b0c11386b8,0xf20fa03d47d0c219b8cf7f8ce515f157,0x3575f2e46d58d35f69698076d57b11ce,Dr. Emma Davis,A-,Mechanical Engineering
ENG,Mechanical Engineering,101,0xd34dbe616fe19ea3e63a1fc4a4c53a19,0x2331854abc21d1490ebe43b0c11386b8,0xf20fa03d47d0c219b8cf7f8ce515f157,0x3575f2e46d58d35f69698076d57b11ce,Dr. David Brown,B,Mechanical Engineering
CAS,Computer Science,201,0xd34dbe616fe19ea3e63a1fc4a4c53a19,0x2331854abc21d1490ebe43b0c11386b8,0xf20fa03d47d0c219b8cf7f8ce515f157,0x3575f2e46d58d35f69698076d57b11ce,Dr. Alice Smith,C,Mechanical Engineering
ENG,Mechanical Engineering,202,0xd34dbe616fe19ea3e63a1fc4a4c53a19,0x2331854abc21d1490ebe43b0c11386b8,0xf20fa03d47d0c219b8cf7f8ce515f157,0x3575f2e46d58d35f69698076d57b11ce,Dr. Bob Johnson,C+,Mechanical Engineering
ENG,Electrical and Computer Engineering,302,0xc53e7c490b93e09745c886210e85a20b,0x546c62de21b64b0b6dc518a554816123,0x3f4005f53ab5c4e8a2bd6c197a5ce9e7,0xfea4d1f434c5b26246d42fbe691d4e5d,Dr. Carol Williams,F,Computer Science
CAS,Mathematics,102,0xc53e7c490b93e09745c886210e85a20b,0x546c62de21b64b0b6dc518a554816123,0x3f4005f53ab5c4e8a2bd6c197a5ce9e7,0xfea4d1f434c5b26246d42fbe691d4e5d,Dr. Alice Smith,A-,Computer Science
CAS,Computer Science,202,0xc53e7c490b93e09745c886210e85a20b,0x546c62de21b64b0b6dc518a554816123,0x3f4005f53ab5c4e8a2bd6c197a5ce9e7,0xfea4d1f434c5b26246d42fbe691d4e5d,Dr. Alice Smith,C-,Computer Science
ENG,Biomedical Engineering,202,0xc53e7c490b93e09745c886210e85a20b,0x546c62de21b64b0b6dc518a554816123,0x3f4005f53ab5c4e8a2bd6c197a5ce9e7,0xfea4d1f434c5b26246d42fbe691d4e5d,Dr. Bob Johnson,A,Computer Science
CAS,Economics,301,0x1ba2b17f2e84b589b9dc139cf799732f,0x6dae0d0aca1c7c89ed97bcd4adb82c95,0x28b94505e89a0c3564cac764c68642dd,0xb1b68146320bc9355255d22db76706b6,Dr. Emma Davis,C-,Systems Engineering
CAS,English,302,0x1ba2b17f2e84b589b9dc139cf799732f,0x6dae0d0aca1c7c89ed97bcd4adb82c95,0x28b94505e89a0c3564cac764c68642dd,0xb1b68146320bc9355255d22db76706b6,Dr. David Brown,F,Systems Engineering
CAS,English,202,0x1ba2b17f2e84b589b9dc139cf799732f,0x6dae0d0aca1c7c89ed97bcd4adb82c95,0x28b94505e89a0c3564cac764c68642dd,0xb1b68146320bc9355255d22db76706b6,Dr. David Brown,A,Systems Engineering
ENG,Biomedical Engineering,102,0x1ba2b17f2e84b589b9dc139cf799732f,0x6dae0d0aca1c7c89ed97bcd4adb82c95,0x28b94505e89a0c3564cac764c68642dd,0xb1b68146320bc9355255d22db76706b6,Dr. Henry Moore,B+,Systems Engineering
CAS,Mathematics,102,0xe7d119bccc3e052bb828ad9a3871783b,0x6145f7a77f5f097155b4fab297e8fd0e,0xd27b1994be955ac3aca077c23cae9953,0xe8d3fab33ad9ca1abad0ce890def0954,Dr. Alice Smith,C,Electrical and Computer Engineering
ENG,Mechanical Engineering,302,0xe7d119bccc3e052bb828ad9a3871783b,0x6145f7a77f5f097155b4fab297e8fd0e,0xd27b1994be955ac3aca077c23cae9953,0xe8d3fab33ad9ca1abad0ce890def0954,Dr. Henry Moore,B,Electrical and Computer Engineering
CAS,Computer Science,201,0xe7d119bccc3e052bb828ad9a3871783b,0x6145f7a77f5f097155b4fab297e8fd0e,0xd27b1994be955ac3aca077c23cae9953,0xe8d3fab33ad9ca1abad0ce890def0954,Dr. Alice Smith,C,Electrical and Computer Engineering
CAS,Computer Science,202,0xe7d119bccc3e052bb828ad9a3871783b,0x6145f7a77f5f097155b4fab297e8fd0e,0xd27b1994be955ac3aca077c23cae9953,0xe8d3fab33ad9ca1abad0ce890def0954,Dr. Alice Smith,B-,Electrical and Computer Engineering
ENG,Mechanical Engineering,101,0x2933a05f580d1714fea06b7cbefe661e,0xb004a296d887b2aadfd5894e8bc022f7,0x71d0d9c5a0a02047807a6842707fc765,0xf711c86005108bd6d6a4f9453b4ebd85,Dr. David Brown,B,Economics
ENG,Systems Engineering,302,0x2933a05f580d1714fea06b7cbefe661e,0xb004a296d887b2aadfd5894e8bc022f7,0x71d0d9c5a0a02047807a6842707fc765,0xf711c86005108bd6d6a4f9453b4ebd85,Dr. Henry Moore,A,Economics
