college,department,course_number,pk_x,pk_y,professor,grade
ENG,Mechanical Engineering,302,0x0a113a8e95b72d69ac86f1d22dbdbf733e7a2794740306cb7d0027d234b89c9f,0x1f300531e8ecc5e147568a3cfd6b3f0066ef7b459dd4eb932742b31a6fb1c05f,Dr. Frank Miller,F
CAS,English,301,0x0a113a8e95b72d69ac86f1d22dbdbf733e7a2794740306cb7d0027d234b89c9f,0x1f300531e8ecc5e147568a3cfd6b3f0066ef7b459dd4eb932742b31a6fb1c05f,Dr. Henry Moore,C
ENG,Systems Engineering,202,0x0a5d77e54991bce2928627f51626bff5b1f2b1c5475938209c8ec94d902c5ca6,0x1dc7fc5797c1b0f1efdb543afdef974f26b9339a9eb49f23e72d6833692b2f95,Dr. Henry Moore,C
CAS,English,202,0x0a5d77e54991bce2928627f51626bff5b1f2b1c5475938209c8ec94d902c5ca6,0x1dc7fc5797c1b0f1efdb543afdef974f26b9339a9eb49f23e72d6833692b2f95,Dr. Henry Moore,C
CAS,Economics,301,0x0a5d77e54991bce2928627f51626bff5b1f2b1c5475938209c8ec94d902c5ca6,0x1dc7fc5797c1b0f1efdb543afdef974f26b9339a9eb49f23e72d6833692b2f95,Dr. Grace Wilson,C
CAS,Mathematics,302,0x0a5d77e54991bce2928627f51626bff5b1f2b1c5475938209c8ec94d902c5ca6,0x1dc7fc5797c1b0f1efdb543afdef974f26b9339a9eb49f23e72d6833692b2f95,Dr. Frank Miller,B
ENG,Biomedical Engineering,202,0x2245bf1d5c5f0b1b3faab153e44cc4fcf3922cda778f452dbc6fa75504d6e5ab,0x251e25c1f40d1831565e9ec4ce192acd1676136e1d559e7d3076377cd5793613,Dr. Grace Wilson,C-
CAS,Economics,201,0x2245bf1d5c5f0b1b3faab153e44cc4fcf3922cda778f452dbc6fa75504d6e5ab,0x251e25c1f40d1831565e9ec4ce192acd1676136e1d559e7d3076377cd5793613,Dr. Henry Moore,F
CAS,Computer Science,595,0x2245bf1d5c5f0b1b3faab153e44cc4fcf3922cda778f452dbc6fa75504d6e5ab,0x251e25c1f40d1831565e9ec4ce192acd1676136e1d559e7d3076377cd5793613,Dr. Emma Davis,C
CAS,Economics,101,0x2245bf1d5c5f0b1b3faab153e44cc4fcf3922cda778f452dbc6fa75504d6e5ab,0x251e25c1f40d1831565e9ec4ce192acd1676136e1d559e7d3076377cd5793613,Dr. Emma Davis,B
ENG,Systems Engineering,201,0x1dd1222203c980c175efa802a18406b3c3f9b69cae69a3fe01326ccd8b5629fd,0x24ffb20479c3988ec8bc0afd51221d5a3e2fcbd3b7e2a31d1aa1d989a23e9dc2,Dr. Emma Davis,B+
ENG,Mechanical Engineering,302,0x1dd1222203c980c175efa802a18406b3c3f9b69cae69a3fe01326ccd8b5629fd,0x24ffb20479c3988ec8bc0afd51221d5a3e2fcbd3b7e2a31d1aa1d989a23e9dc2,Dr. Frank Miller,D
CAS,English,302,0x1dd1222203c980c175efa802a18406b3c3f9b69cae69a3fe01326ccd8b5629fd,0x24ffb20479c3988ec8bc0afd51221d5a3e2fcbd3b7e2a31d1aa1d989a23e9dc2,Dr. David Brown,C+
ENG,Electrical and Computer Engineering,301,0x1dd1222203c980c175efa802a18406b3c3f9b69cae69a3fe01326ccd8b5629fd,0x24ffb20479c3988ec8bc0afd51221d5a3e2fcbd3b7e2a31d1aa1d989a23e9dc2,Dr. Emma Davis,B
CAS,Economics,302,0x190b0ebce62b2894725e9ec1f7b5602061c0fb129680953d3c2c05dec87b4afa,0x0957b4cdd465e270fc09709730fa981801478cd6d9e50939243ab623ac14765e,Dr. Henry Moore,A-
CAS,Computer Science,101,0x190b0ebce62b2894725e9ec1f7b5602061c0fb129680953d3c2c05dec87b4afa,0x0957b4cdd465e270fc09709730fa981801478cd6d9e50939243ab623ac14765e,Dr. Emma Davis,B-
ENG,Systems Engineering,201,0x190b0ebce62b2894725e9ec1f7b5602061c0fb129680953d3c2c05dec87b4afa,0x0957b4cdd465e270fc09709730fa981801478cd6d9e50939243ab623ac14765e,Dr. Emma Davis,C
CAS,Economics,102,0x190b0ebce62b2894725e9ec1f7b5602061c0fb129680953d3c2c05dec87b4afa,0x0957b4cdd465e270fc09709730fa981801478cd6d9e50939243ab623ac14765e,Dr. Henry Moore,A-
ENG,Electrical and Computer Engineering,301,0x2305b91d00eb9be9692b70bf85eb276dc1ab4c5bb7c8cbe467aba3e0d6ca224e,0x0a81e88cf2629f40f131707f097c4dea4e245360a23d830fb0872907b443face,Dr. Emma Davis,A-
CAS,Economics,101,0x2305b91d00eb9be9692b70bf85eb276dc1ab4c5bb7c8cbe467aba3e0d6ca224e,0x0a81e88cf2629f40f131707f097c4dea4e245360a23d830fb0872907b443face,Dr. Emma Davis,A-
ENG,Biomedical Engineering,201,0x2305b91d00eb9be9692b70bf85eb276dc1ab4c5bb7c8cbe467aba3e0d6ca224e,0x0a81e88cf2629f40f131707f097c4dea4e245360a23d830fb0872907b443face,Dr. Alice Smith,A
CAS,English,102,0x2305b91d00eb9be9692b70bf85eb276dc1ab4c5bb7c8cbe467aba3e0d6ca224e,0x0a81e88cf2629f40f131707f097c4dea4e245360a23d830fb0872907b443face,Dr. Frank Miller,F
CAS,English,202,0x27ec66fcdabab1bb175541128ae6ca957bbc2eafd9566d1d67e7d34c17bac509,0x2b412fddb8bb580a647350a002a20b4dcdb421a7a250313892a7464ee88c3128,Dr. Alice Smith,B-
CAS,Mathematics,102,0x27ec66fcdabab1bb175541128ae6ca957bbc2eafd9566d1d67e7d34c17bac509,0x2b412fddb8bb580a647350a002a20b4dcdb421a7a250313892a7464ee88c3128,Dr. Emma Davis,F
ENG,Mechanical Engineering,301,0x27ec66fcdabab1bb175541128ae6ca957bbc2eafd9566d1d67e7d34c17bac509,0x2b412fddb8bb580a647350a002a20b4dcdb421a7a250313892a7464ee88c3128,Dr. Emma Davis,A-
ENG,Biomedical Engineering,302,0x27ec66fcdabab1bb175541128ae6ca957bbc2eafd9566d1d67e7d34c17bac509,0x2b412fddb8bb580a647350a002a20b4dcdb421a7a250313892a7464ee88c3128,Dr. Emma Davis,C+
CAS,Mathematics,301,0x18f8eb19910da8c7f081c47270110b40a4968198661b18ee2f244cbf3ea81587,0x170a14e16d44c32b0125f590618d7ac11e9b17d234ea06029d261ff64020af77,Dr. David Brown,D
CAS,English,201,0x18f8eb19910da8c7f081c47270110b40a4968198661b18ee2f244cbf3ea81587,0x170a14e16d44c32b0125f590618d7ac11e9b17d234ea06029d261ff64020af77,Dr. Grace Wilson,B-
CAS,Computer Science,301,0x18f8eb19910da8c7f081c47270110b40a4968198661b18ee2f244cbf3ea81587,0x170a14e16d44c32b0125f590618d7ac11e9b17d234ea06029d261ff64020af77,Dr. Alice Smith,B-
CAS,Mathematics,101,0x18f8eb19910da8c7f081c47270110b40a4968198661b18ee2f244cbf3ea81587,0x170a14e16d44c32b0125f590618d7ac11e9b17d234ea06029d261ff64020af77,Dr. Carol Williams,B
ENG,Systems Engineering,201,0x0381b9c2c803ee5aa5159a53ca7841e8a0c7a3ddd075ccd28cb3083c89c843a6,0x0163e0418fd0b0f03cb9ad19d093688c388fea75a5df326363770dfae2ca77e1,Dr. Emma Davis,C
ENG,Systems Engineering,102,0x0381b9c2c803ee5aa5159a53ca7841e8a0c7a3ddd075ccd28cb3083c89c843a6,0x0163e0418fd0b0f03cb9ad19d093688c388fea75a5df326363770dfae2ca77e1,Dr. Bob Johnson,C-
CAS,Computer Science,302,0x0381b9c2c803ee5aa5159a53ca7841e8a0c7a3ddd075ccd28cb3083c89c843a6,0x0163e0418fd0b0f03cb9ad19d093688c388fea75a5df326363770dfae2ca77e1,Dr. Henry Moore,C-
CAS,Computer Science,301,0x0381b9c2c803ee5aa5159a53ca7841e8a0c7a3ddd075ccd28cb3083c89c843a6,0x0163e0418fd0b0f03cb9ad19d093688c388fea75a5df326363770dfae2ca77e1,Dr. Carol Williams,B+
CAS,Computer Science,595,0x057d468c5a55adb4f9284e58d6156193a3961fc915fef561dc622220aca6237e,0x270d9c7cb13e3984c4f868b27d92ec96928dcf54396adc90e99dc9bab68ca4bb,Dr. Alice Smith,D
CAS,Computer Science,101,0x057d468c5a55adb4f9284e58d6156193a3961fc915fef561dc622220aca6237e,0x270d9c7cb13e3984c4f868b27d92ec96928dcf54396adc90e99dc9bab68ca4bb,Dr. Emma Davis,B+
ENG,Electrical and Computer Engineering,301,0x057d468c5a55adb4f9284e58d6156193a3961fc915fef561dc622220aca6237e,0x270d9c7cb13e3984c4f868b27d92ec96928dcf54396adc90e99dc9bab68ca4bb,Dr. Emma Davis,D
CAS,English,302,0x057d468c5a55adb4f9284e58d6156193a3961fc915fef561dc622220aca6237e,0x270d9c7cb13e3984c4f868b27d92ec96928dcf54396adc90e99dc9bab68ca4bb,Dr. Henry Moore,C+
ENG,Electrical and Computer Engineering,102,0x0466e17b3af015d2f4bfe572dbdbab62411f8d6b72809dcf8f75a5586beb7df9,0x1dedea36c2f4743bd1fe3aba0ffb02b51aa98942b8b67646b80e8393778bd15e,Dr. Frank Miller,B-
CAS,Economics,102,0x0466e17b3af015d2f4bfe572dbdbab62411f8d6b72809dcf8f75a5586beb7df9,0x1dedea36c2f4743bd1fe3aba0ffb02b51aa98942b8b67646b80e8393778bd15e,Dr. Henry Moore,B-
CAS,Mathematics,302,0x0466e17b3af015d2f4bfe572dbdbab62411f8d6b72809dcf8f75a5586beb7df9,0x1dedea36c2f4743bd1fe3aba0ffb02b51aa98942b8b67646b80e8393778bd15e,Dr. Frank Miller,D
CAS,Economics,201,0x0466e17b3af015d2f4bfe572dbdbab62411f8d6b72809dcf8f75a5586beb7df9,0x1dedea36c2f4743bd1fe3aba0ffb02b51aa98942b8b67646b80e8393778bd15e,Dr. Henry Moore,F
CAS,Computer Science,202,0x08ee3d63be4ffe76fa3d15fb077b6a442af20bfc17bcbf8162151f4f77ed95e9,0x1f38aee9caf395898601b44a710f70d759679484e7a5d9242a57cb00b5a8d5ed,Dr. Bob Johnson,A-
ENG,Biomedical Engineering,102,0x08ee3d63be4ffe76fa3d15fb077b6a442af20bfc17bcbf8162151f4f77ed95e9,0x1f38aee9caf395898601b44a710f70d759679484e7a5d9242a57cb00b5a8d5ed,Dr. Carol Williams,B
CAS,Economics,202,0x08ee3d63be4ffe76fa3d15fb077b6a442af20bfc17bcbf8162151f4f77ed95e9,0x1f38aee9caf395898601b44a710f70d759679484e7a5d9242a57cb00b5a8d5ed,Dr. Emma Davis,A-
CAS,English,301,0x08ee3d63be4ffe76fa3d15fb077b6a442af20bfc17bcbf8162151f4f77ed95e9,0x1f38aee9caf395898601b44a710f70d759679484e7a5d9242a57cb00b5a8d5ed,Dr. Henry Moore,C+
CAS,English,201,0x097537cbc56dc07855f75140981567d1217b567b3b95d1226f147163f6336f8e,0x03724a7b50a1d2d5c970a75aeb918d6a9c72766906ec4f39c1fa1f6f21fe08c1,Dr. Grace Wilson,A-
CAS,Computer Science,201,0x097537cbc56dc07855f75140981567d1217b567b3b95d1226f147163f6336f8e,0x03724a7b50a1d2d5c970a75aeb918d6a9c72766906ec4f39c1fa1f6f21fe08c1,Dr. Emma Davis,D
ENG,Electrical and Computer Engineering,302,0x097537cbc56dc07855f75140981567d1217b567b3b95d1226f147163f6336f8e,0x03724a7b50a1d2d5c970a75aeb918d6a9c72766906ec4f39c1fa1f6f21fe08c1,Dr. Grace Wilson,C-
CAS,Computer Science,101,0x097537cbc56dc07855f75140981567d1217b567b3b95d1226f147163f6336f8e,0x03724a7b50a1d2d5c970a75aeb918d6a9c72766906ec4f39c1fa1f6f21fe08c1,Dr. Grace Wilson,C+
ENG,Systems Engineering,202,0x0406db96ba2382ebaea50d0cee59c91e9c96fe1079e0a2a19033e69891fa0819,0x2939d7c90b0f66aa0162dfa98a13839d3f4c7f32754c3a741d07ff20a89e5010,Dr. Bob Johnson,B-
CAS,Computer Science,102,0x0406db96ba2382ebaea50d0cee59c91e9c96fe1079e0a2a19033e69891fa0819,0x2939d7c90b0f66aa0162dfa98a13839d3f4c7f32754c3a741d07ff20a89e5010,Dr. Frank Miller,C+
CAS,Mathematics,202,0x0406db96ba2382ebaea50d0cee59c91e9c96fe1079e0a2a19033e69891fa0819,0x2939d7c90b0f66aa0162dfa98a13839d3f4c7f32754c3a741d07ff20a89e5010,Dr. Henry Moore,C+
ENG,Electrical and Computer Engineering,201,0x0406db96ba2382ebaea50d0cee59c91e9c96fe1079e0a2a19033e69891fa0819,0x2939d7c90b0f66aa0162dfa98a13839d3f4c7f32754c3a741d07ff20a89e5010,Dr. Grace Wilson,C+
CAS,Mathematics,302,0x1f7a327f337d59d26841340458d3ce3b2b880d24b4b296e86f3c6618c78fe9ad,0x146ad4d1a6241570ff116ae42c1b8edfaf86dd35f592fa3b4b0a7ace198e75f7,Dr. Frank Miller,B
ENG,Electrical and Computer Engineering,201,0x1f7a327f337d59d26841340458d3ce3b2b880d24b4b296e86f3c6618c78fe9ad,0x146ad4d1a6241570ff116ae42c1b8edfaf86dd35f592fa3b4b0a7ace198e75f7,Dr. Grace Wilson,B
CAS,Economics,102,0x1f7a327f337d59d26841340458d3ce3b2b880d24b4b296e86f3c6618c78fe9ad,0x146ad4d1a6241570ff116ae42c1b8edfaf86dd35f592fa3b4b0a7ace198e75f7,Dr. Henry Moore,B
CAS,Economics,101,0x1f7a327f337d59d26841340458d3ce3b2b880d24b4b296e86f3c6618c78fe9ad,0x146ad4d1a6241570ff116ae42c1b8edfaf86dd35f592fa3b4b0a7ace198e75f7,Dr. Emma Davis,A-
ENG,Mechanical Engineering,302,0x2df1481d0d3470e0d0f3e8e0ddd4c9de3b473e6b9938368a55d73529873e06bd,0x00c380034aca02ae6b2714478bd8d632ebd6de23f21ec834e0e4939dac1358ab,Dr. Frank Miller,B+
CAS,English,301,0x2df1481d0d3470e0d0f3e8e0ddd4c9de3b473e6b9938368a55d73529873e06bd,0x00c380034aca02ae6b2714478bd8d632ebd6de23f21ec834e0e4939dac1358ab,Dr. Henry Moore,F
ENG,Systems Engineering,201,0x2df1481d0d3470e0d0f3e8e0ddd4c9de3b473e6b9938368a55d73529873e06bd,0x00c380034aca02ae6b2714478bd8d632ebd6de23f21ec834e0e4939dac1358ab,Dr. Emma Davis,B
ENG,Systems Engineering,101,0x2df1481d0d3470e0d0f3e8e0ddd4c9de3b473e6b9938368a55d73529873e06bd,0x00c380034aca02ae6b2714478bd8d632ebd6de23f21ec834e0e4939dac1358ab,Dr. Bob Johnson,A-
ENG,Systems Engineering,202,0x053e260cb7c8d0b6ab48bc2451242ee8680dc94a84646d6d154b09e56c513bf6,0x14787ba5aaa3a1b5bfa7bbcb99e100bbf61199db6fb7d49724c7108b8b00d198,Dr. Bob Johnson,B-
CAS,Mathematics,302,0x053e260cb7c8d0b6ab48bc2451242ee8680dc94a84646d6d154b09e56c513bf6,0x14787ba5aaa3a1b5bfa7bbcb99e100bbf61199db6fb7d49724c7108b8b00d198,Dr. Frank Miller,B
CAS,Computer Science,301,0x053e260cb7c8d0b6ab48bc2451242ee8680dc94a84646d6d154b09e56c513bf6,0x14787ba5aaa3a1b5bfa7bbcb99e100bbf61199db6fb7d49724c7108b8b00d198,Dr. Carol Williams,D
CAS,English,302,0x053e260cb7c8d0b6ab48bc2451242ee8680dc94a84646d6d154b09e56c513bf6,0x14787ba5aaa3a1b5bfa7bbcb99e100bbf61199db6fb7d49724c7108b8b00d198,Dr. David Brown,B-
CAS,Computer Science,595,0x030a62b2964cce98143591fe677827c9921f82e55c7f994371a053b7bfd3c4ba,0x07a47f1551416ee4c9b18cdf3bd36fa3e02207cba9fc014789b454489b00265a,Dr. Alice Smith,C-
ENG,Electrical and Computer Engineering,201,0x030a62b2964cce98143591fe677827c9921f82e55c7f994371a053b7bfd3c4ba,0x07a47f1551416ee4c9b18cdf3bd36fa3e02207cba9fc014789b454489b00265a,Dr. Grace Wilson,C-
CAS,Economics,202,0x030a62b2964cce98143591fe677827c9921f82e55c7f994371a053b7bfd3c4ba,0x07a47f1551416ee4c9b18cdf3bd36fa3e02207cba9fc014789b454489b00265a,Dr. Emma Davis,B-
ENG,Electrical and Computer Engineering,102,0x030a62b2964cce98143591fe677827c9921f82e55c7f994371a053b7bfd3c4ba,0x07a47f1551416ee4c9b18cdf3bd36fa3e02207cba9fc014789b454489b00265a,Dr. Frank Miller,F
CAS,Mathematics,101,0x0ed687fd9aed1e4701bd76995dffc20e397059282d8aeade151fcec8d7c4c476,0x23e8eb4f40b58eb88e9500ae13f762519df7bcab5495e8a44f3b6f33eb0e2466,Dr. Carol Williams,C-
CAS,Mathematics,102,0x0ed687fd9aed1e4701bd76995dffc20e397059282d8aeade151fcec8d7c4c476,0x23e8eb4f40b58eb88e9500ae13f762519df7bcab5495e8a44f3b6f33eb0e2466,Dr. Emma Davis,B+
ENG,Electrical and Computer Engineering,102,0x0ed687fd9aed1e4701bd76995dffc20e397059282d8aeade151fcec8d7c4c476,0x23e8eb4f40b58eb88e9500ae13f762519df7bcab5495e8a44f3b6f33eb0e2466,Dr. Frank Miller,A-
CAS,Economics,101,0x0ed687fd9aed1e4701bd76995dffc20e397059282d8aeade151fcec8d7c4c476,0x23e8eb4f40b58eb88e9500ae13f762519df7bcab5495e8a44f3b6f33eb0e2466,Dr. Emma Davis,C-
ENG,Electrical and Computer Engineering,201,0x04211fdbbe2bc3b8ea71eb9a112a4dcc4ac6ce99d25278977fc9b91f6574bc7e,0x17ee2918d01b6f754880ee67594efee2faf0c4cc004a856fbe71bf3ed006641c,Dr. Frank Miller,C+
ENG,Systems Engineering,102,0x04211fdbbe2bc3b8ea71eb9a112a4dcc4ac6ce99d25278977fc9b91f6574bc7e,0x17ee2918d01b6f754880ee67594efee2faf0c4cc004a856fbe71bf3ed006641c,Dr. Bob Johnson,C-
ENG,Mechanical Engineering,201,0x04211fdbbe2bc3b8ea71eb9a112a4dcc4ac6ce99d25278977fc9b91f6574bc7e,0x17ee2918d01b6f754880ee67594efee2faf0c4cc004a856fbe71bf3ed006641c,Dr. David Brown,A
CAS,Computer Science,102,0x04211fdbbe2bc3b8ea71eb9a112a4dcc4ac6ce99d25278977fc9b91f6574bc7e,0x17ee2918d01b6f754880ee67594efee2faf0c4cc004a856fbe71bf3ed006641c,Dr. Grace Wilson,C+
ENG,Systems Engineering,201,0x072857a47019e753922dc8dc8967d85822242370dccedd39c571a69c95d10285,0x101aba10392a79d68abb61799d9dec2ab34063fe61d59e57370eabfe9ebc22eb,Dr. Emma Davis,D
ENG,Mechanical Engineering,302,0x072857a47019e753922dc8dc8967d85822242370dccedd39c571a69c95d10285,0x101aba10392a79d68abb61799d9dec2ab34063fe61d59e57370eabfe9ebc22eb,Dr. Frank Miller,B
CAS,English,102,0x072857a47019e753922dc8dc8967d85822242370dccedd39c571a69c95d10285,0x101aba10392a79d68abb61799d9dec2ab34063fe61d59e57370eabfe9ebc22eb,Dr. Emma Davis,A-
CAS,English,301,0x072857a47019e753922dc8dc8967d85822242370dccedd39c571a69c95d10285,0x101aba10392a79d68abb61799d9dec2ab34063fe61d59e57370eabfe9ebc22eb,Dr. Henry Moore,F
CAS,Economics,101,0x2cce853a4109113c6adc7284342c9d0abb77057fbb795ac509935a3e90359f52,0x0bfee12d80589501219527cf4bd2d866dadd6fa244a824e0c32e751b2aeeda31,Dr. Emma Davis,D
ENG,Systems Engineering,301,0x2cce853a4109113c6adc7284342c9d0abb77057fbb795ac509935a3e90359f52,0x0bfee12d80589501219527cf4bd2d866dadd6fa244a824e0c32e751b2aeeda31,Dr. Henry Moore,F
CAS,Mathematics,102,0x2cce853a4109113c6adc7284342c9d0abb77057fbb795ac509935a3e90359f52,0x0bfee12d80589501219527cf4bd2d866dadd6fa244a824e0c32e751b2aeeda31,Dr. Emma Davis,B+
ENG,Electrical and Computer Engineering,302,0x2cce853a4109113c6adc7284342c9d0abb77057fbb795ac509935a3e90359f52,0x0bfee12d80589501219527cf4bd2d866dadd6fa244a824e0c32e751b2aeeda31,Dr. Carol Williams,B-
CAS,Economics,101,0x0014c77ce9c6e9ffe0217e96415d11ad5d7fd0e2c516e3fc46dc306a35dd631f,0x1e2d2aa73cc6c2eab0c8a0b0366b1d040bd6a73365cf1c174476f871033ff239,Dr. Emma Davis,C
CAS,English,301,0x0014c77ce9c6e9ffe0217e96415d11ad5d7fd0e2c516e3fc46dc306a35dd631f,0x1e2d2aa73cc6c2eab0c8a0b0366b1d040bd6a73365cf1c174476f871033ff239,Dr. Henry Moore,B
ENG,Systems Engineering,301,0x0014c77ce9c6e9ffe0217e96415d11ad5d7fd0e2c516e3fc46dc306a35dd631f,0x1e2d2aa73cc6c2eab0c8a0b0366b1d040bd6a73365cf1c174476f871033ff239,Dr. Henry Moore,B
CAS,Economics,102,0x0014c77ce9c6e9ffe0217e96415d11ad5d7fd0e2c516e3fc46dc306a35dd631f,0x1e2d2aa73cc6c2eab0c8a0b0366b1d040bd6a73365cf1c174476f871033ff239,Dr. Henry Moore,B-
CAS,English,302,0x2ed8bd7433e451d020e1081b715b6a82e3c9d50412899a2489a93eba107f70f1,0x1715a701018248b9270f41a17055c8d0f15bb8d978c9248d493d134005956996,Dr. Henry Moore,C-
ENG,Mechanical Engineering,301,0x2ed8bd7433e451d020e1081b715b6a82e3c9d50412899a2489a93eba107f70f1,0x1715a701018248b9270f41a17055c8d0f15bb8d978c9248d493d134005956996,Dr. Emma Davis,F
ENG,Systems Engineering,301,0x2ed8bd7433e451d020e1081b715b6a82e3c9d50412899a2489a93eba107f70f1,0x1715a701018248b9270f41a17055c8d0f15bb8d978c9248d493d134005956996,Dr. Henry Moore,B+
CAS,Computer Science,201,0x2ed8bd7433e451d020e1081b715b6a82e3c9d50412899a2489a93eba107f70f1,0x1715a701018248b9270f41a17055c8d0f15bb8d978c9248d493d134005956996,Dr. Grace Wilson,C-
ENG,Electrical and Computer Engineering,302,0x0c96c47d40394300597e7ce987327751ad0b37a0ea82494c94b90ac7285a2fe8,0x003426edc11ec44d25ae794dcc2262d6cc08714c64f59e2ce09d65f98d98aa0c,Dr. Grace Wilson,B-
CAS,Mathematics,202,0x0c96c47d40394300597e7ce987327751ad0b37a0ea82494c94b90ac7285a2fe8,0x003426edc11ec44d25ae794dcc2262d6cc08714c64f59e2ce09d65f98d98aa0c,Dr. Alice Smith,C+
CAS,Computer Science,101,0x0c96c47d40394300597e7ce987327751ad0b37a0ea82494c94b90ac7285a2fe8,0x003426edc11ec44d25ae794dcc2262d6cc08714c64f59e2ce09d65f98d98aa0c,Dr. Grace Wilson,B
CAS,English,302,0x0c96c47d40394300597e7ce987327751ad0b37a0ea82494c94b90ac7285a2fe8,0x003426edc11ec44d25ae794dcc2262d6cc08714c64f59e2ce09d65f98d98aa0c,Dr. David Brown,C
CAS,English,202,0x29cbf561f903b9d34825a5a82ca0e00258beb273d418aaf2e836a379cc6bf246,0x24391ab689995a96eccf2e1fbae53f8ab5f9337c5fc6faa15563fe6ed181003c,Dr. Alice Smith,A
ENG,Electrical and Computer Engineering,101,0x29cbf561f903b9d34825a5a82ca0e00258beb273d418aaf2e836a379cc6bf246,0x24391ab689995a96eccf2e1fbae53f8ab5f9337c5fc6faa15563fe6ed181003c,Dr. Carol Williams,F
CAS,Computer Science,302,0x29cbf561f903b9d34825a5a82ca0e00258beb273d418aaf2e836a379cc6bf246,0x24391ab689995a96eccf2e1fbae53f8ab5f9337c5fc6faa15563fe6ed181003c,Dr. David Brown,C-
ENG,Biomedical Engineering,101,0x29cbf561f903b9d34825a5a82ca0e00258beb273d418aaf2e836a379cc6bf246,0x24391ab689995a96eccf2e1fbae53f8ab5f9337c5fc6faa15563fe6ed181003c,Dr. Emma Davis,B
CAS,Economics,101,0x22138cc0fe4ac76e2f4f7cdf6a60d712f554a6586888e40369cbfd71635988f3,0x056e39d30bbaf4f503546c303b52975f5be30a4371929f35c140d274a7bcd44c,Dr. Emma Davis,A
CAS,English,301,0x22138cc0fe4ac76e2f4f7cdf6a60d712f554a6586888e40369cbfd71635988f3,0x056e39d30bbaf4f503546c303b52975f5be30a4371929f35c140d274a7bcd44c,Dr. Henry Moore,B+
ENG,Systems Engineering,201,0x22138cc0fe4ac76e2f4f7cdf6a60d712f554a6586888e40369cbfd71635988f3,0x056e39d30bbaf4f503546c303b52975f5be30a4371929f35c140d274a7bcd44c,Dr. Emma Davis,B+
CAS,Mathematics,202,0x22138cc0fe4ac76e2f4f7cdf6a60d712f554a6586888e40369cbfd71635988f3,0x056e39d30bbaf4f503546c303b52975f5be30a4371929f35c140d274a7bcd44c,Dr. Alice Smith,B+
ENG,Mechanical Engineering,302,0x1b2ac1542e0af213854bed123f25812bdf730c3846d0a512dd0ce5d201aa3a4d,0x2d77840c2f9119e79497d7fe57f66474905a7db9ac40c8fb34150795a1396d54,Dr. Frank Miller,D
CAS,Computer Science,595,0x1b2ac1542e0af213854bed123f25812bdf730c3846d0a512dd0ce5d201aa3a4d,0x2d77840c2f9119e79497d7fe57f66474905a7db9ac40c8fb34150795a1396d54,Dr. Emma Davis,A
CAS,Mathematics,301,0x1b2ac1542e0af213854bed123f25812bdf730c3846d0a512dd0ce5d201aa3a4d,0x2d77840c2f9119e79497d7fe57f66474905a7db9ac40c8fb34150795a1396d54,Dr. David Brown,C-
ENG,Biomedical Engineering,202,0x1b2ac1542e0af213854bed123f25812bdf730c3846d0a512dd0ce5d201aa3a4d,0x2d77840c2f9119e79497d7fe57f66474905a7db9ac40c8fb34150795a1396d54,Dr. Grace Wilson,C-
CAS,English,302,0x0c839a717b87dbf1ce9d967397c385aada78eb07145e2b24318e2595aafa241c,0x26e05a25cae6454405c33e34d2a1c141bf661bfce3acda0e85a4e3aeb2ae66ce,Dr. David Brown,C-
ENG,Mechanical Engineering,102,0x0c839a717b87dbf1ce9d967397c385aada78eb07145e2b24318e2595aafa241c,0x26e05a25cae6454405c33e34d2a1c141bf661bfce3acda0e85a4e3aeb2ae66ce,Dr. Grace Wilson,B+
ENG,Biomedical Engineering,102,0x0c839a717b87dbf1ce9d967397c385aada78eb07145e2b24318e2595aafa241c,0x26e05a25cae6454405c33e34d2a1c141bf661bfce3acda0e85a4e3aeb2ae66ce,Dr. Carol Williams,C-
CAS,Computer Science,202,0x0c839a717b87dbf1ce9d967397c385aada78eb07145e2b24318e2595aafa241c,0x26e05a25cae6454405c33e34d2a1c141bf661bfce3acda0e85a4e3aeb2ae66ce,Dr. Bob Johnson,B+
ENG,Mechanical Engineering,102,0x064a76db825c8086c481a3762da65b488546a4246a6520e685b987759dd9c261,0x2e994cd7b7ee6f644652240ed270353b005f210884812dc2ea7e85bbc6d8d1ed,Dr. Alice Smith,C
ENG,Systems Engineering,301,0x064a76db825c8086c481a3762da65b488546a4246a6520e685b987759dd9c261,0x2e994cd7b7ee6f644652240ed270353b005f210884812dc2ea7e85bbc6d8d1ed,Dr. Henry Moore,A
ENG,Mechanical Engineering,302,0x064a76db825c8086c481a3762da65b488546a4246a6520e685b987759dd9c261,0x2e994cd7b7ee6f644652240ed270353b005f210884812dc2ea7e85bbc6d8d1ed,Dr. Frank Miller,A-
CAS,English,302,0x064a76db825c8086c481a3762da65b488546a4246a6520e685b987759dd9c261,0x2e994cd7b7ee6f644652240ed270353b005f210884812dc2ea7e85bbc6d8d1ed,Dr. Henry Moore,B
CAS,Computer Science,101,0x04bfb1354f4ade01e0d0f707691256fed9ede2f914a6bb553c23340aa806575a,0x2d79276f3dd2ce62e8c7939adadae7cbef731c52d63b6c03af4b418b1338fe55,Dr. Emma Davis,A
CAS,Economics,202,0x04bfb1354f4ade01e0d0f707691256fed9ede2f914a6bb553c23340aa806575a,0x2d79276f3dd2ce62e8c7939adadae7cbef731c52d63b6c03af4b418b1338fe55,Dr. Emma Davis,C+
